date,amount,account_code,account_name,vendor,description,journal_ref
2024-04-18,60.25,6300,Office Supplies,Standard Bank,Recurring charge,JE-11532
2024-12-25,1831.62,6400,Professional Fees,Standard Bank,Reimbursement,JE-11533
2024-01-19,1048.48,6800,Insurance Expense,Pacific Office Co,Recurring charge,JE-11534
2024-05-03,185.89,6300,Office Supplies,Bridgepoint Travel,Service rendered,JE-11535
2024-01-03,500.0,6000,Salaries Expense,Acme Supplies Inc,Equipment lease,JE-11536
2024-01-24,3243.72,4100,Service Revenue,Acme Supplies Inc,Vendor payment,JE-11537
2024-01-13,1228.84,6800,Insurance Expense,Bridgepoint Travel,Recurring charge,JE-11538
2024-01-05,1053.85,6800,Insurance Expense,Greenline Insurance,Service rendered,JE-11539
2024-11-04,259.83,6700,Software Subscriptions,Pacific Office Co,Routine purchase,JE-11540
2024-09-17,2006.86,7000,Cash Disbursements,Bayview Logistics,,JE-11541
2024-03-02,2004.14,6600,Marketing Expense,Greenline Insurance,Vendor payment,JE-11542
2024-04-29,8136.97,6000,Salaries Expense,Customer C Holdings,Monthly invoice,JE-11543
2024-07-31,2464.45,2000,Accounts Payable,Customer B LLC,Routine purchase,JE-11544
2024-08-18,1862.71,6400,Professional Fees,Customer D Industries,Subscription renewal,JE-11545
2024-05-16,1668.59,5000,Cost of Goods Sold,Greenline Insurance,Monthly invoice,JE-11546
2024-08-26,4507.62,4100,Service Revenue,Summit Marketing Group,Equipment lease,JE-11547
2024-09-10,4354.11,5100,Inventory Purchases,Customer B LLC,Recurring charge,JE-11548
2024-03-08,855.02,6900,Repairs & Maintenance,Pacific Office Co,Equipment lease,JE-11549
2024-05-21,4844.76,5100,Inventory Purchases,Apex Payroll Services,Service rendered,JE-11550
2024-08-12,3262.07,6400,Professional Fees,Bayview Logistics,Supplies order,JE-11551
2024-07-02,7926.82,6000,Salaries Expense,Quantum Software Inc,Equipment lease,JE-11552
2024-06-12,4653.76,2000,Accounts Payable,Reliant Repair Services,Subscription renewal,JE-11553
2024-05-17,3573.08,1200,Accounts Receivable,Northstar Utilities,Vendor payment,JE-11554
2024-05-14,6782.5,4000,Sales Revenue,Quantum Software Inc,Recurring charge,JE-11555
2024-11-04,3131.97,4000,Sales Revenue,Northstar Utilities,Vendor payment,JE-11556
2024-12-16,397.27,6200,Utilities Expense,Standard Bank,Routine purchase,JE-11557
2024-07-12,66.31,6900,Repairs & Maintenance,Vector IT Solutions,,JE-11558
2024-10-17,336.56,6300,Office Supplies,Bayview Logistics,Service rendered,JE-11559
2024-01-27,1180.66,7000,Cash Disbursements,Acme Supplies Inc,Subscription renewal,JE-11560
2024-07-03,183.82,6010,Payroll Tax Expense,Customer D Industries,Routine purchase,JE-11561
2024-04-16,3519.94,5100,Inventory Purchases,Acme Supplies Inc,Equipment lease,JE-11562
2024-10-18,12125.88,7000,Cash Disbursements,Northstar Utilities,Subscription renewal,JE-11563
2024-12-20,506.58,6200,Utilities Expense,Standard Bank,Supplies order,JE-11564
2024-11-06,2664.38,6400,Professional Fees,Customer D Industries,Subscription renewal,JE-11565
2024-06-14,24527.14,4100,Service Revenue,Customer B LLC,Subscription renewal,JE-11566
2024-03-08,1396.27,7000,Cash Disbursements,Customer C Holdings,Monthly invoice,JE-11567
2024-09-12,3851.76,5000,Cost of Goods Sold,Vector IT Solutions,Routine purchase,JE-11568
2024-09-22,412.92,6200,Utilities Expense,Pacific Office Co,Service rendered,JE-11569
2024-05-22,4795.94,6900,Repairs & Maintenance,Greenline Insurance,Equipment lease,JE-11570
2024-01-02,1000.54,6010,Payroll Tax Expense,Customer C Holdings,Routine purchase,JE-11571
2024-05-22,3065.53,4000,Sales Revenue,Citywide Rentals LLC,Service rendered,JE-11572
2024-10-22,543.85,6200,Utilities Expense,Acme Supplies Inc,Supplies order,JE-11573
2024-05-04,307.13,6900,Repairs & Maintenance,Reliant Repair Services,Vendor payment,JE-11574
2024-07-12,975.53,6800,Insurance Expense,Reliant Repair Services,Recurring charge,JE-11575
2024-02-09,2364.42,6400,Professional Fees,Pacific Office Co,Subscription renewal,JE-11576
2024-08-09,728.02,6400,Professional Fees,Greenline Insurance,Vendor payment,JE-11577
2024-10-13,6060.15,4000,Sales Revenue,Standard Bank,Routine purchase,JE-11578
2024-07-21,9850.0,1200,Accounts Receivable,Redrock LLC #1991,,JE-11579
2024-06-18,303.37,6200,Utilities Expense,Summit Marketing Group,Service rendered,JE-11580
2024-02-10,24850.0,2000,Accounts Payable,Vista Trading Co #1984,,JE-11581
2024-08-23,651.67,6900,Repairs & Maintenance,Northstar Utilities,Subscription renewal,JE-11582
2024-12-20,6441.39,4000,Sales Revenue,Summit Marketing Group,Reimbursement,JE-11583
2024-03-05,2321.22,6400,Professional Fees,Acme Supplies Inc,Subscription renewal,JE-11584
2024-01-22,1967.54,5100,Inventory Purchases,Customer C Holdings,Equipment lease,JE-11585
2024-12-16,359.29,6300,Office Supplies,Customer B LLC,Reimbursement,JE-11586
2024-07-24,298.08,6200,Utilities Expense,Pacific Office Co,Reimbursement,JE-11587
2024-07-10,908.64,6800,Insurance Expense,Summit Marketing Group,Equipment lease,JE-11588
2024-05-17,973.05,6010,Payroll Tax Expense,Summit Marketing Group,Service rendered,JE-11589
2024-06-20,2641.18,6500,Travel & Entertainment,Customer D Industries,Vendor payment,JE-11590
2024-02-11,739.29,6900,Repairs & Maintenance,Vector IT Solutions,Service rendered,JE-11591
2024-05-28,755.33,6800,Insurance Expense,Reliant Repair Services,Monthly invoice,JE-11592
2024-02-05,407.73,6700,Software Subscriptions,Greenline Insurance,Routine purchase,JE-11593
2024-09-24,5152.09,2000,Accounts Payable,Customer B LLC,Monthly invoice,JE-11594
2024-09-03,5818.0,1200,Accounts Receivable,Customer B LLC,Service rendered,JE-11595
2024-10-19,845.38,6800,Insurance Expense,Reliant Repair Services,Routine purchase,JE-11596
2024-06-25,2776.65,2000,Accounts Payable,Pacific Office Co,Reimbursement,JE-11597
2024-07-02,3471.56,5000,Cost of Goods Sold,Pacific Office Co,Vendor payment,JE-11598
2024-10-27,9038.96,4000,Sales Revenue,Customer C Holdings,Subscription renewal,JE-11599
2024-03-13,5014.62,6000,Salaries Expense,Customer A Corp,Vendor payment,JE-11600
2024-10-25,5699.3,5100,Inventory Purchases,Customer B LLC,Routine purchase,JE-11601
2024-12-16,2955.27,6100,Rent Expense,Reliant Repair Services,Equipment lease,JE-11602
2024-05-01,532.45,6700,Software Subscriptions,Customer D Industries,Vendor payment,JE-11603
2024-01-02,159.6,6500,Travel & Entertainment,Northstar Utilities,Supplies order,JE-11604
2024-08-30,1105.23,6800,Insurance Expense,Acme Supplies Inc,Service rendered,JE-11605
2024-10-25,67.96,6500,Travel & Entertainment,Northstar Utilities,Recurring charge,JE-11606
2024-12-23,24641.89,2000,Accounts Payable,Bridgepoint Travel,Vendor payment,JE-11607
2024-04-22,4270.41,5100,Inventory Purchases,Customer C Holdings,Reimbursement,JE-11608
2024-11-13,1675.72,6600,Marketing Expense,Vector IT Solutions,Service rendered,JE-11609
2024-08-19,50.0,6600,Marketing Expense,Customer C Holdings,Subscription renewal,JE-11610
2024-11-10,239.0,6200,Utilities Expense,Acme Supplies Inc,Subscription renewal,JE-11611
2024-10-13,4125.49,5000,Cost of Goods Sold,Bayview Logistics,Subscription renewal,JE-11612
2024-09-08,1310.12,6010,Payroll Tax Expense,Customer C Holdings,Vendor payment,JE-11613
2024-04-05,777.25,6010,Payroll Tax Expense,Customer C Holdings,Supplies order,JE-11614
2024-08-11,5068.34,4100,Service Revenue,Customer D Industries,Supplies order,JE-11615
2024-07-29,9878.42,6300,Office Supplies,Reliant Repair Services,Monthly invoice,JE-11616
2024-10-17,937.63,6600,Marketing Expense,Pacific Office Co,Equipment lease,JE-11617
2024-08-04,7500.0,6010,Payroll Tax Expense,Vector IT Solutions,Subscription renewal,JE-11618
2024-09-20,857.38,5000,Cost of Goods Sold,Bayview Logistics,Recurring charge,JE-11619
2024-11-03,50.0,7000,Cash Disbursements,Customer C Holdings,Recurring charge,JE-11620
2024-04-30,615.26,6600,Marketing Expense,Reliant Repair Services,Supplies order,JE-11621
2024-02-10,4272.65,5000,Cost of Goods Sold,Acme Supplies Inc,Service rendered,JE-11622
2024-10-03,3092.78,6100,Rent Expense,Acme Supplies Inc,Service rendered,JE-11623
2024-04-12,1412.97,6010,Payroll Tax Expense,Customer C Holdings,Routine purchase,JE-11624
2024-01-27,2538.74,2000,Accounts Payable,Quantum Software Inc,Equipment lease,JE-11625
2024-03-14,3196.58,1200,Accounts Receivable,Bridgepoint Travel,Reimbursement,JE-11626
2024-09-14,2672.77,2000,Accounts Payable,Pacific Office Co,Subscription renewal,JE-11627
2024-05-21,3888.91,7000,Cash Disbursements,Pacific Office Co,Routine purchase,JE-11628
2024-10-25,3002.02,4000,Sales Revenue,Pacific Office Co,Routine purchase,JE-11629
2024-09-02,2563.3,4000,Sales Revenue,Bridgepoint Travel,Equipment lease,JE-11630
2024-08-18,3751.18,2000,Accounts Payable,Bayview Logistics,Service rendered,JE-11631
2024-12-23,5321.02,6000,Salaries Expense,Quantum Software Inc,Subscription renewal,JE-11632
2024-07-11,3350.28,6400,Professional Fees,Summit Marketing Group,Recurring charge,JE-11633
2024-06-03,3456.45,4100,Service Revenue,Acme Supplies Inc,Supplies order,JE-11634
2024-07-23,1017.14,6010,Payroll Tax Expense,Northstar Utilities,Recurring charge,JE-11635
2024-06-24,686.62,6200,Utilities Expense,Summit Marketing Group,Recurring charge,JE-11636
2024-05-08,261.59,6900,Repairs & Maintenance,Summit Marketing Group,Supplies order,JE-11637
2024-07-19,1000.0,6300,Office Supplies,Customer B LLC,Subscription renewal,JE-11638
2024-02-13,3470.58,4000,Sales Revenue,Standard Bank,Vendor payment,JE-11639
2024-07-30,5502.86,6000,Salaries Expense,Standard Bank,Service rendered,JE-11640
2024-04-21,2860.5,6400,Professional Fees,Citywide Rentals LLC,Reimbursement,JE-11641
2024-07-30,3728.67,2000,Accounts Payable,Greenline Insurance,Recurring charge,JE-11642
2024-09-09,338.38,6300,Office Supplies,Apex Payroll Services,Subscription renewal,JE-11643
2024-12-10,299.09,6500,Travel & Entertainment,Bayview Logistics,Service rendered,JE-11644
2024-02-23,359.46,6500,Travel & Entertainment,Customer C Holdings,Monthly invoice,JE-11645
2024-12-09,50.0,7000,Cash Disbursements,Apex Payroll Services,Routine purchase,JE-11646
2024-02-07,5948.77,6000,Salaries Expense,Customer B LLC,Recurring charge,JE-11647
2024-11-27,2421.77,7000,Cash Disbursements,Northstar Utilities,Routine purchase,JE-11648
2024-01-21,5313.94,4000,Sales Revenue,Customer A Corp,Reimbursement,JE-11649
2024-03-25,3061.17,6100,Rent Expense,Customer A Corp,Monthly invoice,JE-11650
2024-12-25,3758.25,2000,Accounts Payable,Quantum Software Inc,Reimbursement,JE-11651
2024-05-08,4912.75,1200,Accounts Receivable,Bridgepoint Travel,Vendor payment,JE-11652
2024-09-26,3203.69,5000,Cost of Goods Sold,Echo Services #1942,Service rendered,JE-11653
2024-10-29,4424.81,4100,Service Revenue,Greenline Insurance,Subscription renewal,JE-11654
2024-05-25,1138.15,6600,Marketing Expense,Pacific Office Co,Monthly invoice,JE-11655
2024-05-17,1141.62,6010,Payroll Tax Expense,Northstar Utilities,Supplies order,JE-11656
2024-03-24,838.51,6500,Travel & Entertainment,Quantum Software Inc,Supplies order,JE-11657
2024-08-23,871.37,6600,Marketing Expense,Summit Marketing Group,Monthly invoice,JE-11658
2024-09-15,8583.16,6000,Salaries Expense,Northstar Utilities,Monthly invoice,JE-11659
2024-08-30,1029.9,1200,Accounts Receivable,Customer D Industries,,JE-11660
2024-05-15,3077.17,6100,Rent Expense,Vector IT Solutions,Service rendered,JE-11661
2024-03-15,242.0,6700,Software Subscriptions,Customer A Corp,Reimbursement,JE-11662
2024-04-16,3103.25,6100,Rent Expense,Bayview Logistics,Subscription renewal,JE-11663
2024-10-29,1641.5,6400,Professional Fees,Customer C Holdings,Recurring charge,JE-11664
2024-10-08,1079.95,6800,Insurance Expense,Pacific Office Co,Subscription renewal,JE-11665
2024-02-14,987.77,6600,Marketing Expense,Customer A Corp,Supplies order,JE-11666
2024-02-23,9532.32,6000,Salaries Expense,Pacific Office Co,Routine purchase,JE-11667
2024-07-11,978.83,6800,Insurance Expense,Northstar Utilities,Recurring charge,JE-11668
2024-11-23,2647.09,4100,Service Revenue,Customer B LLC,Reimbursement,JE-11669
2024-05-27,522.18,6300,Office Supplies,Vector IT Solutions,Subscription renewal,JE-11670
2024-07-16,5356.92,1200,Accounts Receivable,Reliant Repair Services,Service rendered,JE-11671
2024-10-31,3342.5,7000,Cash Disbursements,Customer C Holdings,Supplies order,JE-11672
2024-08-22,50.0,4100,Service Revenue,Standard Bank,Supplies order,JE-11673
2024-09-05,2463.93,2000,Accounts Payable,Apex Payroll Services,Monthly invoice,JE-11674
2024-04-03,375.34,6300,Office Supplies,Reliant Repair Services,Recurring charge,JE-11675
2024-01-03,2340.07,6400,Professional Fees,Reliant Repair Services,Recurring charge,JE-11676
2024-08-05,3575.94,2000,Accounts Payable,Standard Bank,Reimbursement,JE-11677
2024-07-24,1163.54,1200,Accounts Receivable,Quantum Software Inc,Vendor payment,JE-11678
2024-09-06,219.56,6300,Office Supplies,Reliant Repair Services,Equipment lease,JE-11679
2024-02-05,24652.46,4000,Sales Revenue,Bayview Logistics,Equipment lease,JE-11680
2024-10-20,2876.57,6100,Rent Expense,Northstar Utilities,Vendor payment,JE-11681
2024-12-20,4390.5,5100,Inventory Purchases,Standard Bank,Monthly invoice,JE-11682
2024-05-31,5669.09,6000,Salaries Expense,Pacific Office Co,Subscription renewal,JE-11683
2024-08-01,6317.94,4100,Service Revenue,Customer A Corp,Recurring charge,JE-11684
2024-09-18,3168.71,6100,Rent Expense,Customer D Industries,Vendor payment,JE-11685
2024-06-05,6676.15,6000,Salaries Expense,Customer B LLC,Monthly invoice,JE-11686
2024-10-08,3634.26,2000,Accounts Payable,Citywide Rentals LLC,Recurring charge,JE-11687
2024-07-27,57.35,6300,Office Supplies,Acme Supplies Inc,Subscription renewal,JE-11688
2024-01-25,783.93,6500,Travel & Entertainment,Greenline Insurance,Service rendered,JE-11689
2024-01-17,534.13,6700,Software Subscriptions,Maple Holdings Ltd #1928,Reimbursement,JE-11690
2024-06-26,951.57,6010,Payroll Tax Expense,Quantum Software Inc,Service rendered,JE-11691
2024-06-18,6401.42,6000,Salaries Expense,Acme Supplies Inc,Equipment lease,JE-11692
2024-11-16,2486.17,5000,Cost of Goods Sold,Greenline Insurance,Monthly invoice,JE-11693
2024-08-13,4453.54,1200,Accounts Receivable,Acme Supplies Inc,Routine purchase,JE-11694
2024-09-27,244.21,6200,Utilities Expense,Customer D Industries,Routine purchase,JE-11695
2024-08-01,482.1,6200,Utilities Expense,Pacific Office Co,Routine purchase,JE-11696
2024-12-02,4438.09,4000,Sales Revenue,Greenline Insurance,Equipment lease,JE-11697
2024-02-15,446.25,6700,Software Subscriptions,Pacific Office Co,Equipment lease,JE-11698
2024-05-31,50.0,6300,Office Supplies,Apex Payroll Services,Vendor payment,JE-11699
2024-03-08,545.88,6500,Travel & Entertainment,Customer C Holdings,Subscription renewal,JE-11700
2024-08-22,50.0,6600,Marketing Expense,Quantum Software Inc,Service rendered,JE-11701
2024-09-10,405.85,6700,Software Subscriptions,Quantum Software Inc,Monthly invoice,JE-11702
2024-03-13,79.33,6500,Travel & Entertainment,Pacific Office Co,Monthly invoice,JE-11703
2024-10-16,2100.95,5000,Cost of Goods Sold,Reliant Repair Services,Equipment lease,JE-11704
2024-10-02,3438.19,5000,Cost of Goods Sold,Summit Marketing Group,Routine purchase,JE-11705
2024-03-15,473.06,6200,Utilities Expense,Customer C Holdings,Subscription renewal,JE-11706
2024-05-22,3103.0,6100,Rent Expense,Apex Payroll Services,Supplies order,JE-11707
2024-02-27,7752.99,6000,Salaries Expense,Customer D Industries,Equipment lease,JE-11708
2024-05-22,3352.31,5100,Inventory Purchases,Reliant Repair Services,Subscription renewal,JE-11709
2024-03-11,3084.96,6100,Rent Expense,Bridgepoint Travel,Service rendered,JE-11710
2024-04-02,3374.99,4000,Sales Revenue,Northstar Utilities,Subscription renewal,JE-11711
2024-03-04,908.67,6800,Insurance Expense,Standard Bank,Monthly invoice,JE-11712
2024-03-25,576.39,6700,Software Subscriptions,Quantum Software Inc,Recurring charge,JE-11713
2024-05-10,287.19,6700,Software Subscriptions,Standard Bank,Monthly invoice,JE-11714
2024-10-09,4149.49,7000,Cash Disbursements,Reliant Repair Services,Reimbursement,JE-11715
2024-01-08,1823.76,7000,Cash Disbursements,Customer C Holdings,Supplies order,JE-11716
2024-06-30,322.16,6300,Office Supplies,Apex Payroll Services,Reimbursement,JE-11717
2024-05-23,3155.12,5100,Inventory Purchases,Customer D Industries,Recurring charge,JE-11718
2024-03-01,4496.27,2000,Accounts Payable,Vector IT Solutions,Service rendered,JE-11719
2024-11-14,50.0,6600,Marketing Expense,Customer D Industries,Routine purchase,JE-11720
2024-11-11,1059.94,6800,Insurance Expense,Vector IT Solutions,,JE-11721
2024-07-23,621.98,6300,Office Supplies,Apex Payroll Services,Service rendered,JE-11722
2024-06-22,7412.13,4000,Sales Revenue,Customer C Holdings,Recurring charge,JE-11723
2024-02-19,941.23,6800,Insurance Expense,Quantum Software Inc,Vendor payment,JE-11724
2024-02-13,572.77,6500,Travel & Entertainment,Bridgepoint Travel,Service rendered,JE-11725
2024-03-02,1442.48,6500,Travel & Entertainment,Customer A Corp,Reimbursement,JE-11726
2024-05-07,273.72,6700,Software Subscriptions,Quantum Software Inc,Supplies order,JE-11727
2024-09-14,570.21,6300,Office Supplies,Reliant Repair Services,Routine purchase,JE-11728
2024-01-10,3142.05,6100,Rent Expense,Apex Payroll Services,Recurring charge,JE-11729
2024-11-05,5215.36,4000,Sales Revenue,Apex Payroll Services,Recurring charge,JE-11730
2024-07-14,974.56,6010,Payroll Tax Expense,Apex Payroll Services,Routine purchase,JE-11731
2024-08-22,1287.61,6500,Travel & Entertainment,Acme Supplies Inc,Vendor payment,JE-11732
2024-01-17,2837.3,2000,Accounts Payable,Bayview Logistics,Recurring charge,JE-11733
2024-11-22,968.07,6010,Payroll Tax Expense,Customer D Industries,Equipment lease,JE-11734
2024-04-12,871.13,6900,Repairs & Maintenance,Acme Supplies Inc,Reimbursement,JE-11735
2024-11-25,3497.58,1200,Accounts Receivable,Standard Bank,,JE-11736
2024-04-17,3768.91,2000,Accounts Payable,Acme Supplies Inc,Vendor payment,JE-11737
2024-01-05,628.11,6200,Utilities Expense,Customer C Holdings,Recurring charge,JE-11738
2024-07-22,985.39,6800,Insurance Expense,Reliant Repair Services,Vendor payment,JE-11739
2024-03-16,1133.62,6800,Insurance Expense,Standard Bank,Reimbursement,JE-11740
2024-08-23,4792.29,5000,Cost of Goods Sold,Reliant Repair Services,Subscription renewal,JE-11741
2024-01-29,519.67,6500,Travel & Entertainment,Bridgepoint Travel,Recurring charge,JE-11742
2024-09-09,1934.32,7000,Cash Disbursements,Vector IT Solutions,Monthly invoice,JE-11743
2024-03-25,1617.2,6500,Travel & Entertainment,Customer A Corp,Subscription renewal,JE-11744
2024-03-01,653.86,4100,Service Revenue,Standard Bank,Routine purchase,JE-11745
2024-08-13,4128.07,5100,Inventory Purchases,Citywide Rentals LLC,Monthly invoice,JE-11746
2024-10-14,2054.72,6600,Marketing Expense,Bridgepoint Travel,Equipment lease,JE-11747
2024-05-21,6816.84,5100,Inventory Purchases,Vector IT Solutions,Recurring charge,JE-11748
2024-11-27,583.79,6500,Travel & Entertainment,Customer C Holdings,Service rendered,JE-11749
2024-03-28,1451.77,6010,Payroll Tax Expense,Customer A Corp,Subscription renewal,JE-11750
2024-09-09,1000.0,5100,Inventory Purchases,Summit Marketing Group,Subscription renewal,JE-11751
2024-06-07,5484.37,6000,Salaries Expense,Citywide Rentals LLC,Monthly invoice,JE-11752
2024-06-27,8465.64,5100,Inventory Purchases,Greenline Insurance,Vendor payment,JE-11753
2024-05-15,231.35,6500,Travel & Entertainment,Pacific Office Co,Supplies order,JE-11754
2024-05-06,1034.79,6800,Insurance Expense,Quantum Software Inc,Routine purchase,JE-11755
2024-11-01,345.07,6300,Office Supplies,Customer A Corp,Vendor payment,JE-11756
2024-03-15,787.61,6500,Travel & Entertainment,Greenline Insurance,Routine purchase,JE-11757
2024-04-26,1336.23,6600,Marketing Expense,Vector IT Solutions,Routine purchase,JE-11758
2024-02-24,5876.58,4000,Sales Revenue,Bridgepoint Travel,Vendor payment,JE-11759
2024-08-12,2334.6,5000,Cost of Goods Sold,Standard Bank,Routine purchase,JE-11760
2024-04-13,432.24,6900,Repairs & Maintenance,Acme Supplies Inc,Recurring charge,JE-11761
2024-08-31,2549.32,5000,Cost of Goods Sold,Bridgepoint Travel,Recurring charge,JE-11762
2024-12-26,2712.58,4100,Service Revenue,Reliant Repair Services,Reimbursement,JE-11763
2024-03-07,617.5,6700,Software Subscriptions,Bayview Logistics,Monthly invoice,JE-11764
2024-11-08,8946.08,5100,Inventory Purchases,Reliant Repair Services,Recurring charge,JE-11765
2024-06-14,407.46,6300,Office Supplies,Bayview Logistics,Supplies order,JE-11766
2024-02-20,2724.71,6400,Professional Fees,Bayview Logistics,Supplies order,JE-11767
2024-02-22,472.2,6900,Repairs & Maintenance,Citywide Rentals LLC,Recurring charge,JE-11768
2024-03-27,1089.39,6600,Marketing Expense,Summit Marketing Group,Subscription renewal,JE-11769
2024-04-12,1831.0,6400,Professional Fees,Citywide Rentals LLC,Reimbursement,JE-11770
2024-10-03,315.56,7000,Cash Disbursements,Northstar Utilities,Routine purchase,JE-11771
2024-07-02,1619.18,7000,Cash Disbursements,Northstar Utilities,Subscription renewal,JE-11772
2024-08-19,3920.81,4100,Service Revenue,Standard Bank,Routine purchase,JE-11773
2024-07-23,4850.2,6900,Repairs & Maintenance,Customer A Corp,Reimbursement,JE-11774
2024-11-20,4641.5,5000,Cost of Goods Sold,Northstar Utilities,Equipment lease,JE-11775
2024-08-15,5910.71,7000,Cash Disbursements,Standard Bank,Subscription renewal,JE-11776
2024-05-13,1170.45,6900,Repairs & Maintenance,Reliant Repair Services,Routine purchase,JE-11777
2024-10-13,184.69,7000,Cash Disbursements,Pacific Office Co,Supplies order,JE-11778
2024-11-16,358.83,6200,Utilities Expense,Acme Supplies Inc,Monthly invoice,JE-11779
2024-12-30,3558.72,4000,Sales Revenue,Customer D Industries,Service rendered,JE-11780
2024-03-12,170.63,6900,Repairs & Maintenance,Pinecone Partners #1925,Reimbursement,JE-11781
2024-07-10,7336.35,6000,Salaries Expense,Citywide Rentals LLC,,JE-11782
2024-05-06,5195.22,5100,Inventory Purchases,Quantum Software Inc,Subscription renewal,JE-11783
2024-02-15,5000.0,2000,Accounts Payable,Bayview Logistics,Supplies order,JE-11784
2024-09-23,527.44,6700,Software Subscriptions,Quantum Software Inc,Supplies order,JE-11785
2024-06-24,2581.83,2000,Accounts Payable,Greenline Insurance,Equipment lease,JE-11786
2024-11-01,1572.58,6010,Payroll Tax Expense,Quantum Software Inc,Equipment lease,JE-11787
2024-10-10,418.78,6200,Utilities Expense,Acme Supplies Inc,Supplies order,JE-11788
2024-04-28,2068.59,5000,Cost of Goods Sold,Standard Bank,Reimbursement,JE-11789
2024-03-11,1467.71,4100,Service Revenue,Bridgepoint Travel,Routine purchase,JE-11790
2024-12-21,928.35,6500,Travel & Entertainment,Customer B LLC,Routine purchase,JE-11791
2024-08-28,8796.84,6000,Salaries Expense,Reliant Repair Services,Supplies order,JE-11792
2024-06-18,6366.53,6000,Salaries Expense,Pacific Office Co,Supplies order,JE-11793
2024-10-18,1188.66,6800,Insurance Expense,Customer B LLC,Vendor payment,JE-11794
2024-04-26,100.65,6600,Marketing Expense,Customer B LLC,Recurring charge,JE-11795
2024-06-13,273.14,6700,Software Subscriptions,Vector IT Solutions,Subscription renewal,JE-11796
2024-09-12,213.29,6300,Office Supplies,Apex Payroll Services,Service rendered,JE-11797
2024-01-09,7089.23,4000,Sales Revenue,Customer B LLC,Monthly invoice,JE-11798
2024-02-06,976.82,1200,Accounts Receivable,Vector IT Solutions,Service rendered,JE-11799
2024-11-01,3099.83,6100,Rent Expense,Customer A Corp,Recurring charge,JE-11800
2024-04-29,1127.33,6400,Professional Fees,Apex Payroll Services,Equipment lease,JE-11801
2024-06-13,2500.0,6300,Office Supplies,Customer C Holdings,Supplies order,JE-11802
2024-03-25,1042.22,6010,Payroll Tax Expense,Reliant Repair Services,Subscription renewal,JE-11803
2024-12-26,2984.76,1200,Accounts Receivable,Customer C Holdings,Subscription renewal,JE-11804
2024-07-02,3095.29,6100,Rent Expense,Pacific Office Co,Monthly invoice,JE-11805
2024-06-07,980.27,5100,Inventory Purchases,Bridgepoint Travel,Subscription renewal,JE-11806
2024-08-05,453.2,6700,Software Subscriptions,Reliant Repair Services,Vendor payment,JE-11807
2024-01-03,971.78,6600,Marketing Expense,Northstar Utilities,Vendor payment,JE-11808
2024-04-04,3421.79,2000,Accounts Payable,Citywide Rentals LLC,Monthly invoice,JE-11809
2024-12-02,762.55,6010,Payroll Tax Expense,Northstar Utilities,Service rendered,JE-11810
2024-05-24,8150.93,5100,Inventory Purchases,Standard Bank,Vendor payment,JE-11811
2024-10-18,382.91,6700,Software Subscriptions,Customer D Industries,Vendor payment,JE-11812
2024-09-19,1035.76,6800,Insurance Expense,Bayview Logistics,Monthly invoice,JE-11813
2024-09-05,1357.28,6600,Marketing Expense,Reliant Repair Services,Equipment lease,JE-11814
2024-01-26,526.09,6200,Utilities Expense,Quantum Software Inc,Supplies order,JE-11815
2024-12-13,3116.47,6100,Rent Expense,Bayview Logistics,Equipment lease,JE-11816
2024-05-26,3904.01,4100,Service Revenue,Customer A Corp,Recurring charge,JE-11817
2024-09-10,452.1,6700,Software Subscriptions,Customer A Corp,Routine purchase,JE-11818
2024-04-24,553.93,6010,Payroll Tax Expense,Reliant Repair Services,Subscription renewal,JE-11819
2024-10-11,5202.73,6000,Salaries Expense,Summit Marketing Group,Reimbursement,JE-11820
2024-08-21,4375.33,1200,Accounts Receivable,Bayview Logistics,Vendor payment,JE-11821
2024-02-07,4636.97,7000,Cash Disbursements,Standard Bank,Recurring charge,JE-11822
2024-09-02,3033.52,2000,Accounts Payable,Customer A Corp,Vendor payment,JE-11823
2024-02-12,10000.0,6400,Professional Fees,Customer B LLC,Equipment lease,JE-11824
2024-11-09,351.5,6700,Software Subscriptions,Quantum Software Inc,Recurring charge,JE-11825
2024-07-08,4265.68,2000,Accounts Payable,Customer D Industries,Routine purchase,JE-11826
2024-10-31,555.95,6500,Travel & Entertainment,Vector IT Solutions,Subscription renewal,JE-11827
2024-07-22,1018.29,6600,Marketing Expense,Bayview Logistics,Subscription renewal,JE-11828
2024-11-23,4214.13,5100,Inventory Purchases,Customer C Holdings,Monthly invoice,JE-11829
2024-05-02,6835.96,6000,Salaries Expense,Quantum Software Inc,Vendor payment,JE-11830
2024-12-19,3243.32,2000,Accounts Payable,Summit Marketing Group,Routine purchase,JE-11831
2024-12-17,6342.53,1200,Accounts Receivable,Northstar Utilities,Supplies order,JE-11832
2024-04-19,1755.99,6600,Marketing Expense,Customer A Corp,Recurring charge,JE-11833
2024-11-26,4540.04,4000,Sales Revenue,Bayview Logistics,Service rendered,JE-11834
2024-03-26,5974.5,1200,Accounts Receivable,Standard Bank,Supplies order,JE-11835
2024-10-07,951.53,6010,Payroll Tax Expense,Bridgepoint Travel,Recurring charge,JE-11836
2024-04-26,1322.05,6400,Professional Fees,Summit Marketing Group,Equipment lease,JE-11837
2024-03-08,551.68,6200,Utilities Expense,Quantum Software Inc,Equipment lease,JE-11838
