date,amount,debit_amount,credit_amount,account_code,account_name,vendor,description,journal_ref,dr_cr_pattern
2024-12-02,2702.09,0.0,2702.09,4100,Service Revenue,Bridgepoint Travel,Monthly invoice,JE-10680,standard
2024-09-05,1526.7,0.0,1526.7,4100,Service Revenue,Customer C Holdings,Subscription renewal,JE-10681,standard
2024-04-29,6515.02,0.0,6515.02,4000,Sales Revenue,Reliant Repair Services,Monthly invoice,JE-10682,standard
2024-10-18,3020.88,3020.88,0.0,5100,Inventory Purchases,Summit Marketing Group,Reimbursement,JE-10683,standard
2024-08-01,1096.76,1096.76,0.0,6010,Payroll Tax Expense,Bayview Logistics,Service rendered,JE-10684,standard
2024-07-29,1108.14,1108.14,0.0,6800,Insurance Expense,Quantum Software Inc,Vendor payment,JE-10685,non_standard
2024-07-18,1012.64,1012.64,0.0,6800,Insurance Expense,Customer D Industries,Vendor payment,JE-10686,non_standard
2024-07-01,5096.1,5096.1,0.0,6000,Salaries Expense,Apex Payroll Services,Monthly invoice,JE-10687,standard
2024-02-07,2137.77,0.0,2137.77,4100,Service Revenue,Bayview Logistics,Supplies order,JE-10688,standard
2024-01-05,461.15,461.15,0.0,6700,Software Subscriptions,Customer A Corp,Supplies order,JE-10689,non_standard
2024-01-10,1754.16,1754.16,0.0,6600,Marketing Expense,Reliant Repair Services,Supplies order,JE-10690,non_standard
2024-10-20,4019.07,4019.07,0.0,6000,Salaries Expense,Northstar Utilities,Service rendered,JE-10691,standard
2024-11-06,1136.54,1136.54,0.0,6010,Payroll Tax Expense,Customer B LLC,Routine purchase,JE-10692,standard
2024-05-11,1367.15,1367.15,0.0,6600,Marketing Expense,Reliant Repair Services,Monthly invoice,JE-10693,non_standard
2024-09-13,368.68,368.68,0.0,6600,Marketing Expense,Summit Marketing Group,Monthly invoice,JE-10694,non_standard
2024-01-11,1473.43,1473.43,0.0,7000,Cash Disbursements,Pacific Office Co,Vendor payment,JE-10695,standard
2024-02-16,8633.84,0.0,8633.84,4000,Sales Revenue,Vector IT Solutions,Monthly invoice,JE-10696,standard
2024-04-24,439.43,439.43,0.0,6200,Utilities Expense,Greenline Insurance,Supplies order,JE-10697,non_standard
2024-03-18,216.51,216.51,0.0,6200,Utilities Expense,Acme Supplies Inc,Recurring charge,JE-10698,non_standard
2024-07-23,587.31,587.31,0.0,6200,Utilities Expense,Quantum Software Inc,Supplies order,JE-10699,non_standard
2024-09-10,2896.58,2896.58,0.0,5100,Inventory Purchases,Reliant Repair Services,,JE-10700,standard
2024-10-17,18652.68,0.0,18652.68,4000,Sales Revenue,Pacific Office Co,Routine purchase,JE-10701,standard
2024-10-14,93.66,93.66,0.0,6300,Office Supplies,Summit Marketing Group,Routine purchase,JE-10702,non_standard
2024-06-24,580.56,580.56,0.0,6500,Travel & Entertainment,Customer B LLC,Routine purchase,JE-10703,non_standard
2024-07-18,1259.3,1259.3,0.0,6010,Payroll Tax Expense,Summit Marketing Group,Equipment lease,JE-10704,standard
2024-08-21,2507.87,0.0,2507.87,4100,Service Revenue,Apex Payroll Services,Routine purchase,JE-10705,standard
2024-08-19,169.56,169.56,0.0,6700,Software Subscriptions,Bayview Logistics,Vendor payment,JE-10706,non_standard
2024-01-31,6654.09,0.0,6654.09,4100,Service Revenue,Customer A Corp,Subscription renewal,JE-10707,standard
2024-11-23,50.0,50.0,0.0,6400,Professional Fees,Summit Marketing Group,Equipment lease,JE-10708,standard
2024-08-13,6633.84,6633.84,0.0,7000,Cash Disbursements,Bayview Logistics,Supplies order,JE-10709,standard
2024-07-02,152.55,152.55,0.0,6900,Repairs & Maintenance,Bridgepoint Travel,Equipment lease,JE-10710,non_standard
2024-12-18,2860.27,2860.27,0.0,6400,Professional Fees,Standard Bank,Routine purchase,JE-10711,standard
2024-10-23,383.06,383.06,0.0,6300,Office Supplies,Apex Payroll Services,Recurring charge,JE-10712,non_standard
2024-12-24,2104.36,2104.36,0.0,6400,Professional Fees,Customer A Corp,Supplies order,JE-10713,standard
2024-11-22,1262.24,1262.24,0.0,5100,Inventory Purchases,Bridgepoint Travel,Vendor payment,JE-10714,standard
2024-12-03,125.9,125.9,0.0,6300,Office Supplies,Greenline Insurance,Recurring charge,JE-10715,non_standard
2024-03-01,1711.98,1711.98,0.0,7000,Cash Disbursements,Summit Marketing Group,Monthly invoice,JE-10716,standard
2024-11-25,565.56,565.56,0.0,7000,Cash Disbursements,Customer C Holdings,Routine purchase,JE-10717,standard
2024-02-16,7428.93,0.0,7428.93,4000,Sales Revenue,Customer A Corp,Subscription renewal,JE-10718,standard
2024-10-08,2033.45,2033.45,0.0,6600,Marketing Expense,Pacific Office Co,Monthly invoice,JE-10719,non_standard
2024-08-20,114.99,114.99,0.0,1200,Accounts Receivable,Quantum Software Inc,Routine purchase,JE-10720,standard
2024-07-25,3006.17,3006.17,0.0,6100,Rent Expense,Northstar Utilities,Service rendered,JE-10721,non_standard
2024-10-18,5405.16,0.0,5405.16,4100,Service Revenue,Citywide Rentals LLC,Reimbursement,JE-10722,standard
2024-10-06,8693.83,0.0,8693.83,4000,Sales Revenue,Quantum Software Inc,Supplies order,JE-10723,standard
2024-07-19,294.67,294.67,0.0,6700,Software Subscriptions,Apex Payroll Services,Equipment lease,JE-10724,non_standard
2024-04-15,3000.66,3000.66,0.0,6400,Professional Fees,Standard Bank,Subscription renewal,JE-10725,standard
2024-01-10,5534.1,5534.1,0.0,7000,Cash Disbursements,Northstar Utilities,Reimbursement,JE-10726,standard
2024-10-08,391.67,391.67,0.0,6400,Professional Fees,Reliant Repair Services,Vendor payment,JE-10727,standard
2024-01-26,1564.35,1564.35,0.0,1200,Accounts Receivable,Bridgepoint Travel,Supplies order,JE-10728,standard
2024-09-06,498.87,498.87,0.0,6600,Marketing Expense,Vector IT Solutions,Vendor payment,JE-10729,non_standard
2024-05-30,2932.52,0.0,2932.52,4100,Service Revenue,Reliant Repair Services,Reimbursement,JE-10730,standard
2024-03-29,5491.39,0.0,5491.39,4000,Sales Revenue,Citywide Rentals LLC,Service rendered,JE-10731,standard
2024-11-26,4537.17,4537.17,0.0,5000,Cost of Goods Sold,Customer B LLC,Subscription renewal,JE-10732,non_standard
2024-08-09,420.57,420.57,0.0,6700,Software Subscriptions,Apex Payroll Services,Recurring charge,JE-10733,non_standard
2024-08-08,3766.12,3766.12,0.0,7000,Cash Disbursements,Bridgepoint Travel,Service rendered,JE-10734,standard
2024-05-24,321.37,321.37,0.0,6900,Repairs & Maintenance,Bridgepoint Travel,Reimbursement,JE-10735,non_standard
2024-12-13,877.74,877.74,0.0,7000,Cash Disbursements,Reliant Repair Services,Routine purchase,JE-10736,standard
2024-12-23,2475.97,2475.97,0.0,1200,Accounts Receivable,Vector IT Solutions,Routine purchase,JE-10737,standard
2024-10-10,1370.58,1370.58,0.0,6600,Marketing Expense,Northstar Utilities,Subscription renewal,JE-10738,non_standard
2024-10-08,4169.54,4169.54,0.0,7000,Cash Disbursements,Standard Bank,Vendor payment,JE-10739,standard
2024-01-09,50.0,50.0,0.0,6900,Repairs & Maintenance,Bayview Logistics,Supplies order,JE-10740,non_standard
2024-04-12,809.88,809.88,0.0,6500,Travel & Entertainment,Citywide Rentals LLC,Supplies order,JE-10741,non_standard
2024-01-09,373.48,373.48,0.0,6300,Office Supplies,Reliant Repair Services,Vendor payment,JE-10742,non_standard
2024-05-07,1037.81,1037.81,0.0,6800,Insurance Expense,Summit Marketing Group,Routine purchase,JE-10743,non_standard
2024-05-07,4955.96,4955.96,0.0,5100,Inventory Purchases,Citywide Rentals LLC,Service rendered,JE-10744,standard
2024-09-09,318.41,318.41,0.0,6900,Repairs & Maintenance,Greenline Insurance,Subscription renewal,JE-10745,non_standard
2024-07-03,342.85,342.85,0.0,6200,Utilities Expense,Apex Payroll Services,Supplies order,JE-10746,non_standard
2024-02-08,1139.72,1139.72,0.0,6010,Payroll Tax Expense,Bayview Logistics,Reimbursement,JE-10747,standard
2024-12-09,694.26,694.26,0.0,6200,Utilities Expense,Citywide Rentals LLC,Service rendered,JE-10748,non_standard
2024-06-05,5313.06,0.0,5313.06,4000,Sales Revenue,Apex Payroll Services,Reimbursement,JE-10749,standard
2024-11-26,1305.71,1305.71,0.0,6010,Payroll Tax Expense,Customer D Industries,Vendor payment,JE-10750,standard
2024-04-29,3720.14,0.0,3720.14,4100,Service Revenue,Citywide Rentals LLC,Reimbursement,JE-10751,standard
2024-04-30,1095.42,1095.42,0.0,6010,Payroll Tax Expense,Customer A Corp,Service rendered,JE-10752,standard
2024-06-26,509.66,509.66,0.0,6700,Software Subscriptions,Greenline Insurance,Supplies order,JE-10753,non_standard
2024-08-26,1027.76,1027.76,0.0,6600,Marketing Expense,Bayview Logistics,Reimbursement,JE-10754,non_standard
2024-05-22,7096.3,7096.3,0.0,7000,Cash Disbursements,Apex Payroll Services,Recurring charge,JE-10755,standard
2024-12-26,1059.02,0.0,1059.02,4000,Sales Revenue,Bayview Logistics,Vendor payment,JE-10756,standard
2024-12-10,1264.84,1264.84,0.0,6800,Insurance Expense,Reliant Repair Services,Equipment lease,JE-10757,non_standard
2024-07-10,4221.03,4221.03,0.0,1200,Accounts Receivable,Standard Bank,Subscription renewal,JE-10758,standard
2024-08-15,1076.28,0.0,1076.28,2000,Accounts Payable,Pacific Office Co,Routine purchase,JE-10759,standard
2024-09-28,1079.38,1079.38,0.0,6500,Travel & Entertainment,Customer D Industries,Recurring charge,JE-10760,non_standard
2024-05-13,5649.31,0.0,5649.31,4000,Sales Revenue,Customer B LLC,Supplies order,JE-10761,standard
2024-01-15,232.79,232.79,0.0,6200,Utilities Expense,Quantum Software Inc,Vendor payment,JE-10762,non_standard
2024-05-03,598.61,598.61,0.0,6700,Software Subscriptions,Citywide Rentals LLC,Subscription renewal,JE-10763,non_standard
2024-12-24,598.04,598.04,0.0,6500,Travel & Entertainment,Customer D Industries,Equipment lease,JE-10764,non_standard
2024-10-21,292.42,292.42,0.0,6700,Software Subscriptions,Acme Supplies Inc,Supplies order,JE-10765,non_standard
2024-09-05,769.24,769.24,0.0,6900,Repairs & Maintenance,Customer C Holdings,Vendor payment,JE-10766,non_standard
2024-09-28,6781.64,6781.64,0.0,5100,Inventory Purchases,Reliant Repair Services,Subscription renewal,JE-10767,standard
2024-08-21,251.13,251.13,0.0,6500,Travel & Entertainment,Citywide Rentals LLC,Subscription renewal,JE-10768,non_standard
2024-01-01,2984.75,2984.75,0.0,6100,Rent Expense,Northstar Utilities,Monthly invoice,JE-10769,non_standard
2024-10-02,579.86,579.86,0.0,6200,Utilities Expense,Greenline Insurance,Recurring charge,JE-10770,non_standard
2024-12-04,294.12,294.12,0.0,6700,Software Subscriptions,Pacific Office Co,Vendor payment,JE-10771,non_standard
2024-09-09,1084.33,1084.33,0.0,6500,Travel & Entertainment,Summit Marketing Group,Equipment lease,JE-10772,non_standard
2024-05-31,4666.9,0.0,4666.9,4100,Service Revenue,Customer B LLC,Supplies order,JE-10773,standard
2024-11-26,4038.12,4038.12,0.0,5000,Cost of Goods Sold,Bayview Logistics,Subscription renewal,JE-10774,non_standard
2024-06-16,6588.91,6588.91,0.0,6000,Salaries Expense,Quantum Software Inc,Routine purchase,JE-10775,standard
2024-10-31,3056.09,3056.09,0.0,6100,Rent Expense,Bayview Logistics,,JE-10776,non_standard
2024-11-28,801.58,0.0,801.58,2000,Accounts Payable,Bayview Logistics,Supplies order,JE-10777,standard
2024-03-18,838.84,838.84,0.0,6500,Travel & Entertainment,Customer C Holdings,Vendor payment,JE-10778,non_standard
2024-05-23,1960.18,1960.18,0.0,1200,Accounts Receivable,Northstar Utilities,Routine purchase,JE-10779,standard
2024-02-15,299.69,299.69,0.0,6700,Software Subscriptions,Northstar Utilities,Vendor payment,JE-10780,non_standard
2024-07-23,4253.92,4253.92,0.0,5100,Inventory Purchases,Customer C Holdings,Recurring charge,JE-10781,standard
2024-02-22,50.0,50.0,0.0,6300,Office Supplies,Greenline Insurance,Vendor payment,JE-10782,non_standard
2024-06-10,1732.29,1732.29,0.0,6600,Marketing Expense,Customer B LLC,Routine purchase,JE-10783,non_standard
2024-06-19,997.14,997.14,0.0,6800,Insurance Expense,Quantum Software Inc,Vendor payment,JE-10784,non_standard
2024-11-18,2415.24,2415.24,0.0,7000,Cash Disbursements,Bayview Logistics,Subscription renewal,JE-10785,standard
2024-03-12,2318.62,2318.62,0.0,6400,Professional Fees,Apex Payroll Services,Reimbursement,JE-10786,standard
2024-08-30,974.69,974.69,0.0,6010,Payroll Tax Expense,Reliant Repair Services,Reimbursement,JE-10787,standard
2024-06-21,1138.5,1138.5,0.0,6400,Professional Fees,Bayview Logistics,Equipment lease,JE-10788,standard
2024-06-13,2874.85,2874.85,0.0,6100,Rent Expense,Standard Bank,Vendor payment,JE-10789,non_standard
2024-03-01,530.15,530.15,0.0,6700,Software Subscriptions,Citywide Rentals LLC,Subscription renewal,JE-10790,non_standard
2024-06-26,568.58,568.58,0.0,6500,Travel & Entertainment,Customer B LLC,Monthly invoice,JE-10791,non_standard
2024-10-04,5119.13,5119.13,0.0,1200,Accounts Receivable,Quantum Software Inc,Vendor payment,JE-10792,standard
2024-12-11,1792.52,0.0,1792.52,4000,Sales Revenue,Citywide Rentals LLC,Recurring charge,JE-10793,standard
2024-09-13,505.94,505.94,0.0,6700,Software Subscriptions,Reliant Repair Services,Vendor payment,JE-10794,non_standard
2024-12-12,1055.97,1055.97,0.0,6400,Professional Fees,Reliant Repair Services,Monthly invoice,JE-10795,standard
2024-02-21,2263.47,2263.47,0.0,7000,Cash Disbursements,Greenline Insurance,Monthly invoice,JE-10796,standard
2024-09-04,550.02,550.02,0.0,6500,Travel & Entertainment,Standard Bank,Supplies order,JE-10797,non_standard
2024-11-01,50.0,50.0,0.0,6400,Professional Fees,Acme Supplies Inc,Subscription renewal,JE-10798,standard
2024-06-28,589.67,589.67,0.0,6900,Repairs & Maintenance,Customer C Holdings,Monthly invoice,JE-10799,non_standard
2024-05-21,631.33,631.33,0.0,6500,Travel & Entertainment,Standard Bank,Equipment lease,JE-10800,non_standard
2024-08-14,4097.21,4097.21,0.0,6400,Professional Fees,Greenline Insurance,Routine purchase,JE-10801,standard
2024-07-31,673.54,673.54,0.0,6900,Repairs & Maintenance,Citywide Rentals LLC,Recurring charge,JE-10802,non_standard
2024-01-27,1217.98,0.0,1217.98,2000,Accounts Payable,Reliant Repair Services,Service rendered,JE-10803,standard
2024-03-09,3107.02,3107.02,0.0,6100,Rent Expense,Customer C Holdings,Reimbursement,JE-10804,non_standard
2024-04-03,4970.21,0.0,4970.21,2000,Accounts Payable,Quantum Software Inc,Vendor payment,JE-10805,standard
2024-05-29,5296.96,5296.96,0.0,6000,Salaries Expense,Customer B LLC,Monthly invoice,JE-10806,standard
2024-10-01,3248.13,3248.13,0.0,5000,Cost of Goods Sold,Citywide Rentals LLC,Supplies order,JE-10807,non_standard
2024-06-07,2013.22,2013.22,0.0,5000,Cost of Goods Sold,Customer B LLC,Service rendered,JE-10808,non_standard
2024-07-25,4970.47,4970.47,0.0,5000,Cost of Goods Sold,Greenline Insurance,Subscription renewal,JE-10809,non_standard
2024-12-17,436.52,436.52,0.0,6700,Software Subscriptions,Citywide Rentals LLC,Recurring charge,JE-10810,non_standard
2024-07-13,10420.19,0.0,10420.19,2000,Accounts Payable,Customer D Industries,Subscription renewal,JE-10811,standard
2024-05-30,3589.38,0.0,3589.38,4000,Sales Revenue,Customer B LLC,Subscription renewal,JE-10812,standard
2024-02-14,710.98,710.98,0.0,6500,Travel & Entertainment,Summit Marketing Group,Equipment lease,JE-10813,non_standard
2024-08-29,6477.55,6477.55,0.0,6000,Salaries Expense,Summit Marketing Group,Routine purchase,JE-10814,non_standard
2024-04-10,584.76,584.76,0.0,6900,Repairs & Maintenance,Citywide Rentals LLC,Reimbursement,JE-10815,non_standard
2024-11-28,924.37,924.37,0.0,6400,Professional Fees,Bridgepoint Travel,Reimbursement,JE-10816,standard
2024-02-12,4339.57,0.0,4339.57,4100,Service Revenue,Quantum Software Inc,Equipment lease,JE-10817,standard
2024-05-07,530.56,530.56,0.0,6300,Office Supplies,Vector IT Solutions,Supplies order,JE-10818,non_standard
2024-10-31,3745.76,0.0,3745.76,4100,Service Revenue,Citywide Rentals LLC,Vendor payment,JE-10819,standard
2024-11-15,819.69,819.69,0.0,6400,Professional Fees,Quantum Software Inc,Service rendered,JE-10820,standard
2024-10-24,2654.93,2654.93,0.0,5000,Cost of Goods Sold,Northstar Utilities,Subscription renewal,JE-10821,non_standard
2024-11-25,2538.47,2538.47,0.0,6400,Professional Fees,Apex Payroll Services,Recurring charge,JE-10822,standard
2024-11-09,7780.01,7780.01,0.0,6000,Salaries Expense,Pacific Office Co,Monthly invoice,JE-10823,standard
2024-04-18,7259.52,7259.52,0.0,6000,Salaries Expense,Acme Supplies Inc,Subscription renewal,JE-10824,standard
2024-12-26,2953.66,2953.66,0.0,6100,Rent Expense,Bayview Logistics,Monthly invoice,JE-10825,non_standard
2024-04-03,3012.64,3012.64,0.0,6100,Rent Expense,Pacific Office Co,Equipment lease,JE-10826,non_standard
2024-10-31,1145.19,1145.19,0.0,5000,Cost of Goods Sold,Vector IT Solutions,Vendor payment,JE-10827,non_standard
2024-06-28,1254.41,1254.41,0.0,6500,Travel & Entertainment,Acme Supplies Inc,Routine purchase,JE-10828,non_standard
2024-07-27,2519.69,2519.69,0.0,5000,Cost of Goods Sold,Customer D Industries,Subscription renewal,JE-10829,non_standard
2024-02-15,1202.13,1202.13,0.0,6600,Marketing Expense,Acme Supplies Inc,Subscription renewal,JE-10830,non_standard
2024-10-30,3115.4,3115.4,0.0,5100,Inventory Purchases,Customer D Industries,Subscription renewal,JE-10831,standard
2024-02-07,535.42,535.42,0.0,6600,Marketing Expense,Reliant Repair Services,Recurring charge,JE-10832,non_standard
2024-10-16,143.95,143.95,0.0,6900,Repairs & Maintenance,Acme Supplies Inc,Service rendered,JE-10833,non_standard
2024-07-25,2911.57,0.0,2911.57,2000,Accounts Payable,Bayview Logistics,Reimbursement,JE-10834,standard
2024-09-30,167.8,167.8,0.0,6700,Software Subscriptions,Pacific Office Co,Monthly invoice,JE-10835,non_standard
2024-03-05,374.48,374.48,0.0,6200,Utilities Expense,Customer D Industries,Vendor payment,JE-10836,non_standard
2024-07-22,413.34,413.34,0.0,6900,Repairs & Maintenance,Acme Supplies Inc,Monthly invoice,JE-10837,non_standard
2024-10-25,5938.58,5938.58,0.0,5000,Cost of Goods Sold,Greenline Insurance,Reimbursement,JE-10838,non_standard
2024-05-26,492.79,492.79,0.0,6900,Repairs & Maintenance,Customer C Holdings,Routine purchase,JE-10839,non_standard
2024-01-28,433.54,433.54,0.0,6700,Software Subscriptions,Greenline Insurance,Routine purchase,JE-10840,non_standard
2024-08-12,2579.9,2579.9,0.0,6400,Professional Fees,Customer A Corp,Recurring charge,JE-10841,standard
2024-07-27,7069.55,7069.55,0.0,5100,Inventory Purchases,Greenline Insurance,Supplies order,JE-10842,standard
2024-12-05,3347.06,3347.06,0.0,5100,Inventory Purchases,Standard Bank,Supplies order,JE-10843,standard
2024-12-10,481.44,481.44,0.0,6600,Marketing Expense,Greenline Insurance,Routine purchase,JE-10844,non_standard
2024-04-01,6128.54,6128.54,0.0,6000,Salaries Expense,Pacific Office Co,Subscription renewal,JE-10845,standard
2024-03-15,1191.08,1191.08,0.0,6800,Insurance Expense,Vector IT Solutions,Subscription renewal,JE-10846,non_standard
2024-08-28,215.58,215.58,0.0,6600,Marketing Expense,Citywide Rentals LLC,Equipment lease,JE-10847,non_standard
2024-03-01,972.8,972.8,0.0,6010,Payroll Tax Expense,Greenline Insurance,Service rendered,JE-10848,standard
2024-08-28,1579.13,1579.13,0.0,5100,Inventory Purchases,Customer D Industries,Equipment lease,JE-10849,standard
2024-07-30,837.44,837.44,0.0,6500,Travel & Entertainment,Reliant Repair Services,Subscription renewal,JE-10850,non_standard
2024-08-29,2680.17,0.0,2680.17,2000,Accounts Payable,Greenline Insurance,Reimbursement,JE-10851,standard
